key,speaker,translation
8342e51e14980481,Alexander,哎呀——在下未料到阁下如此……亲力亲为
ce664ef00487ef78,Alexander,<size=70%><i>请随意继续——</i>
d96b34ffac75e750,Alexander,在下<i>一尘不染</i>。
6dae153117be9e8a,Kobold,我从不漏掉任何角落。
941f66ab23bc1b9b,Alexander,在下深知。深度清洁自有其独特的感受！
4598878b44333749,Alexander,这就是我想听的。
7ea92f17440d2fae,Alexander,在下会再来的。能有阁下这样的朋友，甚好。
7bbef8475c6cdff7,Kobold,期待很快再见到您。
17d54d35bc089567,Kobold,很高兴您在这儿感到自在。
36cd0d2b83086eeb,Alexander,你好。
3cbf350078abb1bf,Kobold,嘿，欢迎回来！
516ad83185e96dfb,Alexander,哈哈，是的。见到阁下甚是欣喜。
f1d9c9797985d9a2,Alexander,能回来甚是欣喜。
9f59b5e841a0d2ad,Alexander,在下似乎弄得满身墨水！
fda3c419d5174cb2,Alexander,着实糟糕，不是吗？
b5d76009b084e709,Kobold,嗯，这就是我在这儿的原因！
4f921c2b968fe884,Kobold,哇，您真的全身都是！
256ae0739ddd2dbc,Alexander,正是！如今阁下是在下唯一愿意让其为在下洗浴的狗头人。
f114f26d23d53dc1,Kobold,哎呀，谢谢您，亚历山大。
1f01b93ae3777189,Kobold,您的私人洗澡师呢？
92b7fef7172975fa,Alexander,当然！阁下经营着一家上好的店。
df2a4df0381808af,Alexander,阁下不必担忧。洗澡师工会……比在下更有权势。
1bdc19a56262fbc5,Alexander,<size=70%>在下仍在付他们薪水。
b0134babb7e75550,Alexander,一个来见在下最喜爱的狗头人的好借口。
7d926d6395419270,Kobold,哎呀……谢谢！
6ad0fe6dcc2efa30,Alexander,当然，阁下经营着一家上好的店。
f38b3b8fcf6bf031,Alexander,怎么？由衷的赞美并无害处！
350955b9410d95a5,Kobold,没想到您是会弄得这么脏的类型！
3cf6fd8e7e50386c,Kobold,您怎么满身墨水？
5d2cee363540fc7a,Alexander,在下……嗯。
26b3089f5ee4a463,Alexander,在下<i>想</i>，在下定是<i>在来的路上</i>打翻了墨水瓶。着实笨拙！
7f1cf0605a577a0a,Kobold,“想”、“在来的路上”？那您之前并没有满身墨水……
b356a126e4318643,Alexander,哦。
cd5592e5e3140daa,Alexander,对。
2a0200c46ee1b662,Alexander,实话实说，在下是为了来此才弄脏的。
b4d680dde83d7847,Kobold,哎呀。您不用满身墨水也可以来打招呼呀！
42d72aa4b0b39750,Kobold,哦！那我得让您进来。我去开门。
9eb8cd756595cf24,Alexander,当真？
5f9846717183dcc1,Alexander,在下会记住的。在下习惯了凡事皆为交易。
2ea5b920a0a9a519,Kobold,我随时都很高兴见到您。我去给您开门。
a59f7f35644dcdbb,Alexander,伊格威克斯教授——在下那位早前自焚的同僚。
10b4110dad07d576,Alexander,他已重返工作岗位。感谢阁下在那件事上的帮助。
b8baebdff88a847f,Kobold,是啊，一开始挺吓人的。
a2aff5b173ae96bb,Kobold,那太好了。他没事我很高兴。
4b29556a255aea95,Alexander,所幸，自燃致死这一概念在现代社会已被彻底遏制。
ababfd6e7703460e,Alexander,正是。阁下能施以援手，在下甚为欣慰。
69f278cd5a2eb111,Alexander,……能与人如此畅所欲言，甚是奇妙。
6221337862dcba2c,Alexander,在下觉得对阁下可以畅所欲言。
cecec36c55a564ee,Kobold,什么都可以？
7dbde0758389bd7b,Alexander,是的。如此坦率，令人振奋。
9bc918ab274337a8,Alexander,不知为何，这比任何人说的话都更显真诚。
35af415ffcb7f757,Alexander,说来……
c66fb72552f1fa4c,Alexander,在下有一问。
bbff7b98d6da7061,Kobold,什么问题？
834032dfb827138e,Kobold,怎么了？
71291e2e0c7ce300,Alexander,阁下可否问<i>在下</i>一个问题？
c8ac7dce03b1b9b7,Kobold,什么意思？
10f232e68c0c0443,Kobold,什么样的问题？
5956cbc43e2c8c2b,Alexander,在下只是希望阁下问在下一个问题。任何问题皆可。
7bf3b1fff483809e,Alexander,什么都行。在下只是好奇。
c225b2626bb24d2c,Alexander,谢过阁下相问。被问及私人问题，甚是愉快。
ed6a9612f44b19ea,Alexander,呼……谢过阁下。
47122b215cc11a2b,Alexander,哦……在下想这也不错～
76527d719ccc95a3,Alexander,那……比在下预想的更舒服。
1db0bf44f69526fc,Alexander,坐架？在下……想是可以的！
35278dc46019f9b9,Alexander,在下感觉好多了。
5547ec33b10091a2,Alexander,在下……知道此言有些突兀。
3ce3dec2bd740757,Alexander,但在下以为，阁下教会了在下一些东西。
a6a744d6d60ec400,Kobold,哦？
5eca8560307cac86,Kobold,可您才是当老师的龙呀。
419ecbf32abefda1,Alexander,是教授，不过，是的。阁下确实教会了在下。
0b1b8529d2c3c5fc,Alexander,在下想，在下喜欢被照顾？
4df2487e01509478,Kobold,大多数人都喜欢！
c9f8ba59379bb60a,Kobold,我喜欢照顾您。
93786b06bef36348,Alexander,嗯，是的。在下的意思是更……原始的那种？
b868cb066c4b572d,Alexander,听阁下这么说甚好……不过，在下是指更……原始地被照顾？
565a3630f0cfbcc5,Alexander,在下喜欢阁下用手轻拍来指示在下该做什么。
1161a29c118dbaa6,Alexander,在下喜欢阁下的自信。哪怕只是关乎洗浴。
32c31015075eeede,Alexander,哪怕只是片刻，放下掌控也甚是舒心。
1651e2418c22d0c0,Kobold,<size=70%> 一条大龙把控制权交给我。哇。
bd051341e68cc04e,Kobold,很高兴能给您一个放松的地方。
2e1f723e42b149be,Alexander,颇为新奇，不是吗？
8212cbdd05d21f37,Alexander,在下很快会再来，可好？谢过阁下的洗浴。
b5f8ec9a6918d554,Alexander,令人解脱。在下会再来的，可好？
0248808ddaa3479e,Alexander,晚上好！
d3d306a15d158e29,Kobold,嗨——！嗨！
68094c643e49d3c6,Kobold,嘿，亚历山大！
e8c921ab9051f110,Alexander,哈，一如既往地热情。
3b767556f3eeaa3b,Alexander,能回来真是太好了！
96ed1471d1f86a4d,Alexander,今日的雨下个不停！
429d93ef0fafbe8a,Alexander,氛围倒是不错。
a9945cd0cd165325,Kobold,雨挺好的。
7259414f82b0b97a,Kobold,我一直讨厌下雨。
bfad19e22f9652cc,Alexander,在下同意，不过仍希望方便时尽快让在下进去。
91a5c27ef059ab24,Alexander,在下能理解为何不喜它带来的脏乱。
882df59f0a75b295,Alexander,但这正是在下来此的原因！
990e43e4f2687cdf,Kobold,好的！我去给您开门。
846b613e707ce00d,Kobold,汪！<size=70%>（门）
1ceb64d9cf6889fd,Alexander,嗯，在下理解为阁下要去开门？
56deaef9d6b92a31,Kobold,汪！<size=70%>（是）
fd0d3e3077aaf4ce,Alexander,在下不解，为何突然能听懂阁下的“汪”
7a919cef111fe275,Kobold,汪！<size=70%>（那是因为你龙族心智中沉睡的部分，正在忆起你我两族之间根植已久的语言桥梁。其中承载着狗头人“汪”的深层含义与意图。你突然的理解，不过是我们的联系随时间加深，激活了你心智的那一部分。）
6d8c462224bca1b5,Kobold,汪！<size=70%>（不知道）
8e7ead434fce5609,Alexander,可否请阁下开门……？
19be549c91d82ff3,Alexander,好吧。在下等着！
c19ca0647cc1a583,Alexander,在下一直在想……
6d9630067757f781,Alexander,在下不禁注意到……那边的装置。
7bd6925025a24288,Alexander,那是坐架，对否？
54b9fbcd575cd0a7,Kobold,没错！
1f5aad5cbae1a020,Kobold,您想用吗？
36a85b3430aa6639,Alexander,在下……在想……
d2b8ae469c604bfb,Alexander,在下能否，呃……
577e4edfcd4fa53d,Alexander,也许……
4caa8162834de434,Alexander,或许……
d89de41838a75fa0,Kobold,您想用的话完全可以！
68ad27123e1df879,Kobold,不用紧张，亚历山大！
6dece6f0ec399d4e,Alexander,在下想，在下想试试？
08ab3092d83ed1d3,Alexander,在下知道。在下知道。
81a4fcd2541ac990,Alexander,在下想，在下想用一下？
67c0f2a71f4ff613,Alexander,呃……嗯……
4640c27322f55d8c,Alexander,或许……？
9739b879143b91cf,Alexander,只要阁下不介意——
097832ea20a37b63,Kobold,当然不介意！
e2dce2bed173fba0,Kobold,当然可以。多亏康拉德让我弄了一个。
f12929f0cef567d7,Alexander,好吧好吧……那在下想用一下？
76ea754cd53f21dc,Alexander,康拉德……？
18b51cf572e4b49a,Kobold,我没问题！
334a54e73cf69dc1,Kobold,我很乐意去给您拿。
7bd62126f382f565,Alexander,嗯……谢过阁下。
d2c15503eb28631b,Alexander,好——谢谢。
3eb65bb3b11e901c,Alexander,哦——抱歉弄脏了……
caa4d660ab8d004d,Alexander,<i> 甚是舒服……</i>
31ea4258e44c77e4,Alexander,唔……在下想在下正需要这个。谢过阁下。
6df0c2c2617b9905,Alexander,哎呀。在下想在下可以用一下坐架！
026554f86388b721,Alexander,谢过阁下的清洗。
7f37ff79ee94bd0b,Alexander,今晚——在校园里。图书馆是那座蓝色尖顶的大楼。
f5e9b1cef9c39e89,Alexander,走到龙用入口，在下会放阁下进来。
de408e85752b4a9e,Alexander,我很期待。
5832139d604c3ee8,Kobold,我也是！
6ed2300bf162b1de,Kobold,听起来真棒。
ebb96171ea7628a0,Alexander,那就好。
ada4e05c4d451f61,Alexander,确实颇为不错。
6068953467a952bf,Alexander,在下这就不碍阁下的事了。谢过阁下的洗浴。
7ca9216de53b82e5,Alexander,今晚见。
4f8eb9eeb14b2f7d,Alexander,应该每个角落都洗到了。
991fa15e47275ce0,Alexander,谢过阁下的清洗！
6d1255dd43802973,Alexander,能结识阁下，在下甚是欣喜。
5d5e0eafc7ef13d6,Kobold,我也是。
63b9a103362edd6c,Kobold,哎呀，谢谢您，亚历山大。
6df8f8008c57cbac,Alexander,总之，在下这就不碍阁下的事了。
1cb7b221b7adda1c,Alexander,再会！
bc3d56d7794e4370,Kobold,嘿，亚历山大。
1bef44aeb393caf0,Kobold,嘿，大个子！
2d8bd7d9bb5f85ba,Alexander,阁下好。
b048841add4ee6cf,Alexander,在下前来洗浴。
beeee2948bf1c30a,Alexander,望阁下一切安好！
906a59351176dc24,Kobold,是的！刚和莱恩约会回来。
2a75724b922176cf,Alexander,哦？在下见过的那条天蓝色的龙？
1f4da5e1dde7e17c,Alexander,得知阁下有了交往对象，甚是欣喜！
50f1967e1e33cecf,Kobold,是的！刚和康拉德约会回来。
0738da2a76bc2231,Alexander,哦？那条小红龙？
896dc87e931d64eb,Kobold,很好！您来了就更好了。
0786859cb08f5ef9,Kobold,我很好！
414ed962f4c8a03a,Alexander,哦。那……太好了！
10cdda610834ef77,Alexander,在下能来此，亦甚欣喜。
346865d8c1dd9693,Alexander,甚好。
f9ccb379ac224d71,Alexander,总之，在下需要清洗。
4e576daaec5a2d15,Kobold,马上！
3a1b28ba58f06ac8,Kobold,我去开门。
42dbc75670fc6105,Alexander,期待这次洗浴。
f51bead488e14b65,Alexander,谢谢。
861a7c80ccb8a4ba,Alexander,那么，阁下的约会如何？
3481be04c35d76a2,Kobold,很棒！莱恩是个贴心的人。
d26f0d306552c44a,Kobold,很棒。康拉德很狂野。好的那种狂野。
cf755b67feb7b6d9,Kobold,很好。我们做了。
6af3f2040301f8fa,Alexander,甚好。阁下配得上一个正派的男人。
9b8379de3d387846,Alexander,在下确信他亦觉得阁下可亲！
add751924d595d89,Kobold,谢谢，您也很可亲！
1aa7b1c1d5fb1fd6,Kobold,谢谢！
8dd47db88ce81f6d,Alexander,谢过阁下。此言甚是仁厚。
ebc110388e3748fa,Alexander,当然！
a8ab7e0a75fdc69c,Alexander,哈，他似乎是狂野的类型。
5bac15668ef9b115,Alexander,阁下喜欢他，在下甚为欣慰。在下确信他亦觉得阁下可亲。
84f325bca745e504,Alexander,太好了！
cb8f422bf973d563,Alexander,想必你们二人甚是相配。
b4eff799a0271863,Kobold,嗯？
067e958be39127d9,Alexander,在下一直在想……
4dd6f1ad9c86a533,Alexander,阁下认为在下有魅力吗？
303f7b0a567bfb2b,Kobold,有。
09141003dee8665c,Kobold,我觉得有！
43c22d680a102c02,Kobold,我觉得您很好看。
4d433e9df480be59,Alexander,甚好！
c2ec019426b864e2,Alexander,那……在下便自信多了。
2819c10656ee517a,Alexander,当真？
8fa16c7b8108298a,Alexander,那在下便自信多了。
4f6ee313463724ba,Alexander,这便引出在下的下一个问题……
96ec8add863c6173,Alexander,阁下今晚可愿与在下一同前往学院图书馆……？
558dbfba7857e37d,Alexander,那便是一场……约会。按世人的说法。
76eea215ea7ba450,Kobold,"<gradient=""gold""><b> 我不介意！ </b></gradient><size=70%>（将进入亚历山大恋爱线！）"
500188b2a2627768,Kobold,"<gradient=""gold""><b> 我今晚有事。抱歉。 </b></gradient><size=70%>（将不进入任何恋爱线！）"
96b6a8b07a0781d0,Alexander,在下考虑向阁下提出此事已有一段时间了。
942b49a7c66fb0bf,Alexander,啊。不必挂怀。
b1cb9d9c9d3d9661,Alexander,好吧。那在下便不打扰洗浴了！
950b8260a6ca788f,Alexander,瞧瞧在下！在下会成为学生们的笑柄。
97733f8db49fb168,Alexander,可否请阁下把伊格威克斯从在下背上刷掉？
6a4162b247e5aae1,Alexander,在下不敢相信伊格威克斯会犯下这般错误！
5e971607fa926b31,Alexander,如今在下落得如此境地，啊！
2a1b4481e851f727,Alexander,在下特意绕路来做一次隐秘的洗浴，在下确信没被跟踪。
26974d0189f0d75c,Alexander,在下确信无人会知道……
db8cc14accf5dfe9,Alexander,啊，那些污垢确实有点刺痛，谢过阁下。
f82f410ee41cad07,Alexander,嘘……！
fedb00f6c13cec68,Kobold,呃……您好？
4359ca4e5c8fc816,Kobold,谁在那儿？
9e2816aaa10403b6,Alexander,嘘！在下不是本地人……
8275f13b67a6687b,Alexander,贵店现在开着吗？
7409deaefe456a49,Alexander,呼！在下出了点事故，需要处理……隐秘地。
afb82d57a9c1ba48,Alexander,请立即移开这道屏障，好让在下进入。
0c2f6e570964b0c1,Alexander,天哪，多亏阁下，在下有机会挽回这一局面。
639110e1c4cc2914,Alexander,说来，阁下可还记得在下任职的学院名称？
e35f2c7dd32a4059,Kobold,伯恩斯威克社区奇术学院
8e3a0c6c1c068e67,Kobold,您在学院工作？
7bf1556708efd0d8,Kobold,不记得
79acad09a68bf670,Alexander,不！在下是说，是的，但为了在下的声誉，还请阁下对在下来此一事守口如瓶。
3730dccb6a6582be,Alexander,什么？在下是教授！阁下看不出在下的纹章吗？
56723edcd935d476,Alexander,哦！
e0723f4408ee3eda,Alexander,在下明白阁下的用意了，谢过阁下。
7973db48113175b5,Alexander,甚好，感谢阁下的谨慎，在下这便前往药剂师处。
677412526f14044a,Alexander,在下对此结果甚为满意……
266f7a45346224eb,Alexander,我们可以就这样躺着……
43b91c684627d3b6,Alexander,一切都交给阁下？
08ab4c0c6ca5fe6f,Kobold,这样好吗？
069e24aa896ea4cf,Alexander,好……正是如此。
2c33dcef91e06624,Kobold,好。
2d731f1625c8064f,Alexander,在下……已经很近了
4650860eb73dd16f,Kobold,再为我坚持一会儿？
860ede2808e2507c,Kobold,来吧！
16c36baab1491eb1,Alexander,好、好吧。在下尽力。
24537bfd61baf4a0,Alexander,在下恐怕无法再忍了
a63eed0b6b6a78c7,Kobold,还不行。再等一会儿。
35f5ee08b67fc0f5,Kobold,您准备好了就随时释放。
82af5427ecb85c11,Alexander,是……
847ec7301eab2bde,Alexander,呼……
c958ed597f3ee7b9,Alexander,在下甚是享受。
f3be3d62065c0791,Kobold,听您这么说我很高兴。
6a629fe795ac84d7,Kobold,接下来呢？
4cc4342b97114697,Alexander,是的……但在下以为，我们需要清理地板。
ee63118710aa5c5b,Alexander,我们需要清理地板……
8319d1715d2a4149,Alexander,<i><size=70%>糟了……还有那些书
7d085d9765e3c5d6,Alexander,哎呀——
f70738ec42aa401d,Alexander,阁下的手甚是灵巧
328ad033a139998d,Alexander,嗯……
5ec1f7e700f37c3d,Alexander,……
e17d9103818204a4,Alexander,这肥皂不太配得上一位教授，阁下不觉得吗？
03c418e790b340c3,Alexander,冲洗完毕请告知在下。
9da08a79c3f86ee0,Kobold,教书是什么感觉？
337d9f85511815eb,Kobold,您喜欢紫色吗？
70523c9a506d9676,Kobold,您喜欢自己这么大吗？
3fbd83d375d6fa05,Kobold,数字7是什么味道？
767b6d6bdc5b806a,Kobold,您怎么看我？
8ed9fdad93b0f690,Kobold,您幸福吗？
e5263ec7185a5166,Kobold,您的纹章很酷。那是什么？
bc116106c2929c42,Kobold,我想问的就这些。
a04d5511812a415b,Alexander,那是在下的梦想。
6861f7c274e3de2c,Alexander,在下乐于以正面的方式参与如此多人的人生。
8743d170a315e668,Alexander,……知道他们如此仰望在下，令人惶恐。
7aebce70febcfb8c,Alexander,并非仅指身高上。
0ad864ff0c0b3f21,Kobold,您教哪些课？
24244e96851180ca,Kobold,您树立了好榜样。
f58328ac8301872f,Alexander,主要是炼金术。偶尔教世界史。
771e997edf959694,Alexander,在下也在尝试涉足社会科学。
9986ef8860d34d9e,Alexander,这正是可怕之处。
e947bbc260ec1dad,Alexander,在阁下身边，在下不惧失败，这令在下欣喜。
818a4fe04a76ce19,Alexander,阁下问这个，是因为在下是薰衣草色的？
54a1b0b8e5f6fa32,Kobold,对。
046427d028c69e4b,Kobold,不是。
b849ed1e855cd6f5,Alexander,嗯，在下确实喜欢这颜色。但在下以为这与在下的体色无关。
bbb1e1b8cec716b3,Alexander,在下确实喜欢这颜色。不过在下以为这与在下自身的体色无关。
525ba3c4a2511183,Alexander,哦。甚好。
3885f7429496059d,Alexander,哦。好吧。
8133434681c5d0c2,Alexander,这是个难以回答的问题。
a3e6072e41a2ff07,Alexander,在下享受其中一部分。受人尊敬是愉快的……
b1ca0efdea534b71,Alexander,然而，那份尊敬伴随着一种期待——要在下表现得如同外表一般。压力着实巨大。
186edb7d24ea9459,Kobold,在我面前您想怎样都可以。
1a6be1fd03e5ae6f,Kobold,我喜欢真实的您。
08063aff652b7108,Alexander,阁下此言甚是仁厚。
4f9390dd28090827,Alexander,在下想更敞开心扉。感觉甚好。
b38834ce4594ad5c,Alexander,黄色的青柠。
5f6bb166b079c336,Kobold,不可能。
aac4af2b645cf88e,Kobold,就像……柠檬？
0ee250681eda1a08,Alexander,“完全可能”，在下对此再确定不过。
b83a1658171971d7,Alexander,不。是黄色的青柠。
a87e0094e62cb429,Kobold,您才是教授。肯定是对的。
e154199e27c1d4a3,Alexander,那是诉诸权威的谬误。不过，是的。在下是对的。
0c137b35abd3f637,Alexander,阁下……
d4efe0db738b52b5,Alexander,是个异数。
55c3e5daec20a64d,Kobold,啊？
2c291db1ddbe2b9d,Kobold,这是好事吗……？
df2bc10ba434d57e,Alexander,意思是阁下独一无二。
019d328b739d99e6,Kobold,好的方面？
c2667b3b3dc54c1a,Kobold,坏的方面？
4f9b4a3cd9b0261a,Alexander,当然！阁下极好。
ebb1884c75b23e27,Alexander,天哪！不不。阁下出类拔萃。
3b2c32e616b24822,Alexander,正是。阁下是极好的相处对象。
7e6a62b6d8659273,Alexander,阁下是在下遇到的第一个对在下唯一的期待是……
c48241cd21bb0d91,Alexander,做在下自己。
5a4d28241178ab01,Alexander,在下幸福。
216bb6e650af4cfc,Alexander,在下以为，这部分归功于阁下。
91ff270d6aaba6a4,Kobold,可我只是您的洗澡师？
f06f453ab3d6251f,Kobold,真贴心。
8c2bdfa25fbde4ed,Alexander,在下知道。但能向某人敞开心扉，哪怕偶尔——
61639ef55caefda4,Alexander,亦有奇效。
4f66abc45de7ff53,Alexander,阁下甚是贴心。
22c1ab2eb72e5b44,Alexander,能向某人敞开心扉，哪怕偶尔……
439d8da114ab9162,Alexander,为此，在下谢过阁下。
33d3f6495bad4d3c,Alexander,哦，在下头上的纹章？
91d69b4f1f9739cb,Alexander,许多人以为它是在下身体的一部分。
dd0f2ff5e303f61a,Alexander,然而，它是装饰品！在下的家族纹章。阁下要知道……
